"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,164,439,275,4,"mayor a 14 dias","menor a 7 dias"
"2",2,3,544,748,204,2,"mayor a 14 dias","mayor a 14 dias"
"3",3,3,226,107,119,10,"menor a 7 dias","entre 7 y 14 dias"
"4",4,1,183,33,151,7,"menor a 7 dias","entre 7 y 14 dias"
"5",5,3,157,105,52,8,"menor a 7 dias","menor a 7 dias"
"6",6,2,136,213,77,5,"entre 7 y 14 dias","menor a 7 dias"
"7",7,2,224,77,147,2,"menor a 7 dias","entre 7 y 14 dias"
"8",8,2,151,64,87,16,"menor a 7 dias","menor a 7 dias"
"9",9,1,229,16,213,16,"menor a 7 dias","entre 7 y 14 dias"
"10",10,6,151,114,36,6,"menor a 7 dias","menor a 7 dias"
"11",11,2,516,308,208,5,"entre 7 y 14 dias","mayor a 14 dias"
"12",12,5,284,121,163,4,"menor a 7 dias","entre 7 y 14 dias"
"13",13,2,581,151,430,11,"menor a 7 dias","mayor a 14 dias"
"14",14,2,141,325,184,10,"entre 7 y 14 dias","menor a 7 dias"
"15",15,3,127,492,365,14,"mayor a 14 dias","menor a 7 dias"
"16",16,1,318,980,662,4,"mayor a 14 dias","entre 7 y 14 dias"
"17",17,6,174,312,138,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"18",18,2,555,148,407,4,"menor a 7 dias","mayor a 14 dias"
"19",19,1,321,176,145,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"20",20,3,396,199,197,8,"entre 7 y 14 dias","mayor a 14 dias"
"21",21,3,136,1034,898,1,"mayor a 14 dias","menor a 7 dias"
"22",22,2,376,476,100,4,"mayor a 14 dias","mayor a 14 dias"
"23",23,4,369,103,266,10,"menor a 7 dias","mayor a 14 dias"
"24",24,6,464,114,350,8,"menor a 7 dias","mayor a 14 dias"
"25",25,1,33,80,47,15,"menor a 7 dias","menor a 7 dias"
"26",26,1,103,36,67,1,"menor a 7 dias","menor a 7 dias"
"27",27,3,184,560,376,4,"mayor a 14 dias","entre 7 y 14 dias"
"28",28,5,116,36,80,7,"menor a 7 dias","menor a 7 dias"
"29",29,2,760,245,515,7,"entre 7 y 14 dias","mayor a 14 dias"
"30",30,5,272,192,80,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"31",31,1,107,37,70,1,"menor a 7 dias","menor a 7 dias"
"32",32,4,92,78,14,6,"menor a 7 dias","menor a 7 dias"
"33",33,4,366,254,112,10,"entre 7 y 14 dias","mayor a 14 dias"
"34",34,2,141,56,85,10,"menor a 7 dias","menor a 7 dias"
"35",35,3,102,390,288,6,"mayor a 14 dias","menor a 7 dias"
"36",36,3,319,657,338,7,"mayor a 14 dias","entre 7 y 14 dias"
"37",37,3,184,7,177,15,"menor a 7 dias","entre 7 y 14 dias"
"38",38,3,200,341,141,14,"mayor a 14 dias","entre 7 y 14 dias"
"39",39,3,446,250,195,16,"entre 7 y 14 dias","mayor a 14 dias"
"40",40,2,305,187,117,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"41",41,2,54,282,228,10,"entre 7 y 14 dias","menor a 7 dias"
"42",42,4,645,363,282,16,"mayor a 14 dias","mayor a 14 dias"
"43",43,3,492,442,50,16,"mayor a 14 dias","mayor a 14 dias"
"44",44,3,320,390,71,4,"mayor a 14 dias","entre 7 y 14 dias"
"45",45,3,43,453,410,2,"mayor a 14 dias","menor a 7 dias"
"46",46,4,364,655,291,6,"mayor a 14 dias","mayor a 14 dias"
"47",47,2,111,232,120,7,"entre 7 y 14 dias","menor a 7 dias"
"48",48,2,323,304,18,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"49",49,4,136,105,30,8,"menor a 7 dias","menor a 7 dias"
"50",50,6,132,67,66,10,"menor a 7 dias","menor a 7 dias"
"51",51,3,306,55,251,6,"menor a 7 dias","entre 7 y 14 dias"
"52",52,6,487,566,80,6,"mayor a 14 dias","mayor a 14 dias"
"53",53,2,249,203,46,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"54",54,4,275,272,2,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"55",55,3,614,312,301,4,"entre 7 y 14 dias","mayor a 14 dias"
"56",56,4,216,460,244,15,"mayor a 14 dias","entre 7 y 14 dias"
"57",57,1,25,81,55,11,"menor a 7 dias","menor a 7 dias"
"58",58,2,499,255,244,7,"entre 7 y 14 dias","mayor a 14 dias"
"59",59,3,630,123,507,7,"menor a 7 dias","mayor a 14 dias"
"60",60,2,832,305,527,11,"entre 7 y 14 dias","mayor a 14 dias"
"61",61,3,159,159,0,3,"menor a 7 dias","menor a 7 dias"
"62",62,3,58,922,864,4,"mayor a 14 dias","menor a 7 dias"
"63",63,2,526,385,140,16,"mayor a 14 dias","mayor a 14 dias"
"64",64,5,68,582,514,6,"mayor a 14 dias","menor a 7 dias"
"65",65,3,232,200,32,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"66",66,4,329,375,46,8,"mayor a 14 dias","entre 7 y 14 dias"
"67",67,5,169,41,128,4,"menor a 7 dias","entre 7 y 14 dias"
"68",68,5,125,534,409,4,"mayor a 14 dias","menor a 7 dias"
"69",69,2,350,11,339,10,"menor a 7 dias","mayor a 14 dias"
"70",70,5,220,138,82,4,"menor a 7 dias","entre 7 y 14 dias"
"71",71,5,172,522,350,5,"mayor a 14 dias","entre 7 y 14 dias"
