"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,3,298,174,124,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"2",2,2,481,58,423,6,"menor a 7 dias","mayor a 14 dias"
"3",3,1,320,132,188,6,"menor a 7 dias","entre 7 y 14 dias"
"4",4,2,586,81,505,10,"menor a 7 dias","mayor a 14 dias"
"5",5,3,221,355,134,1,"mayor a 14 dias","entre 7 y 14 dias"
"6",6,3,175,309,133,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"7",7,4,267,182,86,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"8",8,2,121,349,228,4,"mayor a 14 dias","menor a 7 dias"
"9",9,3,162,21,141,4,"menor a 7 dias","menor a 7 dias"
"10",10,2,177,350,173,10,"mayor a 14 dias","entre 7 y 14 dias"
"11",11,2,294,38,256,14,"menor a 7 dias","entre 7 y 14 dias"
"12",12,2,67,5,62,4,"menor a 7 dias","menor a 7 dias"
"13",13,2,776,289,487,3,"entre 7 y 14 dias","mayor a 14 dias"
"14",14,1,180,72,108,16,"menor a 7 dias","entre 7 y 14 dias"
"15",15,6,97,519,422,4,"mayor a 14 dias","menor a 7 dias"
"16",16,2,432,191,240,7,"entre 7 y 14 dias","mayor a 14 dias"
"17",17,3,262,1,260,7,"menor a 7 dias","entre 7 y 14 dias"
"18",18,2,287,19,268,9,"menor a 7 dias","entre 7 y 14 dias"
"19",19,3,63,17,45,1,"menor a 7 dias","menor a 7 dias"
"20",20,4,184,65,119,15,"menor a 7 dias","entre 7 y 14 dias"
"21",21,1,40,125,85,4,"menor a 7 dias","menor a 7 dias"
"22",22,1,99,102,3,14,"menor a 7 dias","menor a 7 dias"
"23",23,1,292,1272,980,16,"mayor a 14 dias","entre 7 y 14 dias"
"24",24,3,580,228,352,11,"entre 7 y 14 dias","mayor a 14 dias"
"25",25,2,511,14,497,4,"menor a 7 dias","mayor a 14 dias"
"26",26,3,414,54,359,12,"menor a 7 dias","mayor a 14 dias"
"27",27,2,297,89,208,8,"menor a 7 dias","entre 7 y 14 dias"
"28",28,6,372,148,224,11,"menor a 7 dias","mayor a 14 dias"
"29",29,2,151,155,3,7,"menor a 7 dias","menor a 7 dias"
"30",30,1,115,810,695,16,"mayor a 14 dias","menor a 7 dias"
"31",31,2,117,38,78,15,"menor a 7 dias","menor a 7 dias"
"32",32,5,196,440,244,10,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,2,368,452,85,10,"mayor a 14 dias","mayor a 14 dias"
"34",34,3,309,187,122,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"35",35,3,164,210,46,4,"entre 7 y 14 dias","menor a 7 dias"
"36",36,6,263,470,206,5,"mayor a 14 dias","entre 7 y 14 dias"
"37",37,3,340,338,2,7,"mayor a 14 dias","mayor a 14 dias"
"38",38,1,395,501,106,7,"mayor a 14 dias","mayor a 14 dias"
"39",39,1,352,122,230,7,"menor a 7 dias","mayor a 14 dias"
"40",40,2,116,59,57,9,"menor a 7 dias","menor a 7 dias"
"41",41,1,96,180,84,13,"entre 7 y 14 dias","menor a 7 dias"
"42",42,1,215,107,108,6,"menor a 7 dias","entre 7 y 14 dias"
"43",43,1,485,585,100,5,"mayor a 14 dias","mayor a 14 dias"
"44",44,5,338,139,199,7,"menor a 7 dias","mayor a 14 dias"
"45",45,1,329,293,36,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"46",46,3,46,23,23,4,"menor a 7 dias","menor a 7 dias"
"47",47,3,407,27,380,16,"menor a 7 dias","mayor a 14 dias"
"48",48,3,126,394,268,5,"mayor a 14 dias","menor a 7 dias"
"49",49,5,422,62,360,16,"menor a 7 dias","mayor a 14 dias"
"50",50,3,450,22,429,16,"menor a 7 dias","mayor a 14 dias"
"51",51,3,407,58,349,5,"menor a 7 dias","mayor a 14 dias"
"52",52,2,237,43,195,4,"menor a 7 dias","entre 7 y 14 dias"
"53",53,3,371,269,102,5,"entre 7 y 14 dias","mayor a 14 dias"
"54",54,1,201,70,131,6,"menor a 7 dias","entre 7 y 14 dias"
"55",55,6,276,152,124,15,"menor a 7 dias","entre 7 y 14 dias"
"56",56,3,278,574,296,6,"mayor a 14 dias","entre 7 y 14 dias"
"57",57,3,340,97,243,15,"menor a 7 dias","mayor a 14 dias"
"58",58,1,309,376,67,1,"mayor a 14 dias","entre 7 y 14 dias"
"59",59,3,82,162,80,8,"menor a 7 dias","menor a 7 dias"
"60",60,3,97,174,78,4,"entre 7 y 14 dias","menor a 7 dias"
"61",61,6,537,38,499,15,"menor a 7 dias","mayor a 14 dias"
"62",62,1,313,595,282,1,"mayor a 14 dias","entre 7 y 14 dias"
"63",63,4,289,157,132,7,"menor a 7 dias","entre 7 y 14 dias"
"64",64,3,59,348,289,7,"mayor a 14 dias","menor a 7 dias"
"65",65,6,215,895,679,4,"mayor a 14 dias","entre 7 y 14 dias"
"66",66,4,79,460,381,16,"mayor a 14 dias","menor a 7 dias"
"67",67,3,294,420,126,15,"mayor a 14 dias","entre 7 y 14 dias"
"68",68,1,358,244,114,10,"entre 7 y 14 dias","mayor a 14 dias"
"69",69,2,159,157,2,6,"menor a 7 dias","menor a 7 dias"
"70",70,5,141,469,328,4,"mayor a 14 dias","menor a 7 dias"
"71",71,1,169,371,201,11,"mayor a 14 dias","entre 7 y 14 dias"
"72",72,6,218,38,180,16,"menor a 7 dias","entre 7 y 14 dias"
"73",73,2,124,597,474,16,"mayor a 14 dias","menor a 7 dias"
"74",74,3,496,575,79,8,"mayor a 14 dias","mayor a 14 dias"
"75",75,1,60,114,54,8,"menor a 7 dias","menor a 7 dias"
"76",76,1,190,394,204,15,"mayor a 14 dias","entre 7 y 14 dias"
"77",77,6,153,466,313,4,"mayor a 14 dias","menor a 7 dias"
"78",78,2,422,91,331,13,"menor a 7 dias","mayor a 14 dias"
"79",79,1,382,484,102,10,"mayor a 14 dias","mayor a 14 dias"
"80",80,4,699,295,403,4,"entre 7 y 14 dias","mayor a 14 dias"
"81",81,3,317,47,270,1,"menor a 7 dias","entre 7 y 14 dias"
"82",82,3,249,112,137,6,"menor a 7 dias","entre 7 y 14 dias"
"83",83,3,231,929,697,4,"mayor a 14 dias","entre 7 y 14 dias"
"84",84,5,106,195,89,4,"entre 7 y 14 dias","menor a 7 dias"
"85",85,3,168,647,479,13,"mayor a 14 dias","entre 7 y 14 dias"
"86",86,1,327,305,22,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"87",87,1,78,1017,939,6,"mayor a 14 dias","menor a 7 dias"
"88",88,2,135,372,237,15,"mayor a 14 dias","menor a 7 dias"
"89",89,2,767,550,217,16,"mayor a 14 dias","mayor a 14 dias"
"90",90,3,487,165,322,10,"menor a 7 dias","mayor a 14 dias"
"91",91,4,351,87,264,8,"menor a 7 dias","mayor a 14 dias"
"92",92,1,448,390,58,6,"mayor a 14 dias","mayor a 14 dias"
"93",93,6,200,87,114,12,"menor a 7 dias","entre 7 y 14 dias"
"94",94,2,72,334,262,4,"entre 7 y 14 dias","menor a 7 dias"
"95",95,6,457,39,418,7,"menor a 7 dias","mayor a 14 dias"
"96",96,2,440,661,221,16,"mayor a 14 dias","mayor a 14 dias"
"97",97,5,444,810,366,16,"mayor a 14 dias","mayor a 14 dias"
"98",98,5,290,65,224,16,"menor a 7 dias","entre 7 y 14 dias"
"99",99,3,211,50,161,13,"menor a 7 dias","entre 7 y 14 dias"
"100",100,4,295,203,92,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"101",101,3,195,201,6,7,"entre 7 y 14 dias","entre 7 y 14 dias"
