"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,3,325,339,14,6,"mayor a 14 dias","entre 7 y 14 dias"
"2",2,2,426,326,101,9,"entre 7 y 14 dias","mayor a 14 dias"
"3",3,4,313,444,131,7,"mayor a 14 dias","entre 7 y 14 dias"
"4",4,3,419,170,249,10,"entre 7 y 14 dias","mayor a 14 dias"
"5",5,2,205,85,120,4,"menor a 7 dias","entre 7 y 14 dias"
"6",6,1,236,89,147,6,"menor a 7 dias","entre 7 y 14 dias"
"7",7,6,331,193,137,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"8",8,1,317,116,201,8,"menor a 7 dias","entre 7 y 14 dias"
"9",9,6,80,173,93,1,"entre 7 y 14 dias","menor a 7 dias"
"10",10,1,670,233,437,10,"entre 7 y 14 dias","mayor a 14 dias"
"11",11,5,95,641,546,10,"mayor a 14 dias","menor a 7 dias"
"12",12,3,97,158,62,6,"menor a 7 dias","menor a 7 dias"
"13",13,5,251,134,117,5,"menor a 7 dias","entre 7 y 14 dias"
"14",14,4,545,498,47,4,"mayor a 14 dias","mayor a 14 dias"
"15",15,3,237,148,89,2,"menor a 7 dias","entre 7 y 14 dias"
"16",16,1,380,233,147,7,"entre 7 y 14 dias","mayor a 14 dias"
"17",17,1,563,10,553,16,"menor a 7 dias","mayor a 14 dias"
"18",18,1,68,94,27,10,"menor a 7 dias","menor a 7 dias"
"19",19,2,231,771,539,1,"mayor a 14 dias","entre 7 y 14 dias"
"20",20,3,251,228,23,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"21",21,5,324,108,217,4,"menor a 7 dias","entre 7 y 14 dias"
"22",22,5,203,505,303,11,"mayor a 14 dias","entre 7 y 14 dias"
"23",23,1,403,305,97,8,"entre 7 y 14 dias","mayor a 14 dias"
"24",24,1,280,561,280,13,"mayor a 14 dias","entre 7 y 14 dias"
"25",25,3,48,28,20,6,"menor a 7 dias","menor a 7 dias"
"26",26,5,542,513,29,6,"mayor a 14 dias","mayor a 14 dias"
"27",27,2,164,534,370,16,"mayor a 14 dias","menor a 7 dias"
"28",28,3,222,285,63,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"29",29,5,371,683,312,3,"mayor a 14 dias","mayor a 14 dias"
"30",30,3,223,257,34,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"31",31,4,608,461,146,8,"mayor a 14 dias","mayor a 14 dias"
"32",32,3,320,76,243,7,"menor a 7 dias","entre 7 y 14 dias"
"33",33,3,84,264,180,16,"entre 7 y 14 dias","menor a 7 dias"
"34",34,1,143,184,41,8,"entre 7 y 14 dias","menor a 7 dias"
"35",35,5,214,267,53,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"36",36,3,141,990,849,6,"mayor a 14 dias","menor a 7 dias"
"37",37,6,191,276,85,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"38",38,3,114,52,62,10,"menor a 7 dias","menor a 7 dias"
"39",39,3,286,97,189,12,"menor a 7 dias","entre 7 y 14 dias"
"40",40,4,469,328,141,10,"entre 7 y 14 dias","mayor a 14 dias"
"41",41,2,66,883,817,6,"mayor a 14 dias","menor a 7 dias"
"42",42,2,480,115,365,6,"menor a 7 dias","mayor a 14 dias"
"43",43,3,283,75,207,8,"menor a 7 dias","entre 7 y 14 dias"
"44",44,2,144,420,276,10,"mayor a 14 dias","menor a 7 dias"
"45",45,3,179,145,34,1,"menor a 7 dias","entre 7 y 14 dias"
"46",46,6,173,639,467,5,"mayor a 14 dias","entre 7 y 14 dias"
"47",47,2,161,703,542,16,"mayor a 14 dias","menor a 7 dias"
"48",48,4,173,208,35,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"49",49,4,81,203,122,12,"entre 7 y 14 dias","menor a 7 dias"
"50",50,3,142,91,52,6,"menor a 7 dias","menor a 7 dias"
"51",51,1,138,516,378,16,"mayor a 14 dias","menor a 7 dias"
"52",52,1,257,138,118,16,"menor a 7 dias","entre 7 y 14 dias"
"53",53,1,277,371,93,4,"mayor a 14 dias","entre 7 y 14 dias"
"54",54,6,252,16,236,12,"menor a 7 dias","entre 7 y 14 dias"
"55",55,3,266,1691,1424,9,"mayor a 14 dias","entre 7 y 14 dias"
"56",56,6,269,225,44,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"57",57,3,307,480,173,14,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,2,200,24,176,9,"menor a 7 dias","entre 7 y 14 dias"
"59",59,4,201,143,58,1,"menor a 7 dias","entre 7 y 14 dias"
"60",60,3,282,696,415,16,"mayor a 14 dias","entre 7 y 14 dias"
"61",61,3,380,387,7,8,"mayor a 14 dias","mayor a 14 dias"
"62",62,1,632,212,420,16,"entre 7 y 14 dias","mayor a 14 dias"
