"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,477,102,374,2,"menor a 7 dias","mayor a 14 dias"
"2",2,1,257,380,122,12,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,4,108,193,85,10,"entre 7 y 14 dias","menor a 7 dias"
"4",4,6,539,268,271,8,"entre 7 y 14 dias","mayor a 14 dias"
"5",5,5,369,235,134,4,"entre 7 y 14 dias","mayor a 14 dias"
"6",6,1,200,168,31,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"7",7,3,222,81,141,3,"menor a 7 dias","entre 7 y 14 dias"
"8",8,3,110,336,226,4,"entre 7 y 14 dias","menor a 7 dias"
"9",9,3,416,345,72,6,"mayor a 14 dias","mayor a 14 dias"
"10",10,2,168,317,149,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"11",11,1,160,253,93,4,"entre 7 y 14 dias","menor a 7 dias"
"12",12,6,192,516,324,8,"mayor a 14 dias","entre 7 y 14 dias"
"13",13,4,820,28,792,16,"menor a 7 dias","mayor a 14 dias"
"14",14,1,142,746,603,7,"mayor a 14 dias","menor a 7 dias"
"15",15,2,571,54,517,7,"menor a 7 dias","mayor a 14 dias"
"16",16,2,82,14,68,7,"menor a 7 dias","menor a 7 dias"
"17",17,1,324,99,224,7,"menor a 7 dias","entre 7 y 14 dias"
"18",18,1,282,87,195,3,"menor a 7 dias","entre 7 y 14 dias"
"19",19,3,311,302,9,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"20",20,2,165,469,304,6,"mayor a 14 dias","menor a 7 dias"
"21",21,2,179,141,38,4,"menor a 7 dias","entre 7 y 14 dias"
"22",22,2,219,71,148,3,"menor a 7 dias","entre 7 y 14 dias"
"23",23,1,559,210,350,7,"entre 7 y 14 dias","mayor a 14 dias"
"24",24,3,916,302,614,3,"entre 7 y 14 dias","mayor a 14 dias"
"25",25,3,617,221,395,12,"entre 7 y 14 dias","mayor a 14 dias"
"26",26,5,157,321,163,16,"entre 7 y 14 dias","menor a 7 dias"
"27",27,4,127,106,21,13,"menor a 7 dias","menor a 7 dias"
"28",28,3,415,163,252,15,"menor a 7 dias","mayor a 14 dias"
"29",29,6,189,117,71,6,"menor a 7 dias","entre 7 y 14 dias"
"30",30,5,382,73,309,15,"menor a 7 dias","mayor a 14 dias"
"31",31,6,89,241,151,7,"entre 7 y 14 dias","menor a 7 dias"
"32",32,5,339,276,63,4,"entre 7 y 14 dias","mayor a 14 dias"
