"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,2,396,132,264,9,"menor a 7 dias","mayor a 14 dias"
"2",2,1,273,474,201,8,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,1,135,332,197,6,"entre 7 y 14 dias","menor a 7 dias"
"4",4,2,333,500,167,4,"mayor a 14 dias","entre 7 y 14 dias"
"5",5,3,161,242,81,4,"entre 7 y 14 dias","menor a 7 dias"
"6",6,6,58,578,520,7,"mayor a 14 dias","menor a 7 dias"
"7",7,1,97,267,170,16,"entre 7 y 14 dias","menor a 7 dias"
"8",8,2,88,3,85,3,"menor a 7 dias","menor a 7 dias"
"9",9,3,925,29,896,16,"menor a 7 dias","mayor a 14 dias"
"10",10,2,310,66,245,16,"menor a 7 dias","entre 7 y 14 dias"
"11",11,3,147,473,326,10,"mayor a 14 dias","menor a 7 dias"
"12",12,5,241,306,65,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"13",13,3,185,162,23,15,"menor a 7 dias","entre 7 y 14 dias"
"14",14,6,259,213,46,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"15",15,3,141,337,196,2,"mayor a 14 dias","menor a 7 dias"
"16",16,1,517,578,61,4,"mayor a 14 dias","mayor a 14 dias"
"17",17,1,137,385,248,1,"mayor a 14 dias","menor a 7 dias"
"18",18,3,469,104,365,10,"menor a 7 dias","mayor a 14 dias"
"19",19,2,305,68,237,6,"menor a 7 dias","entre 7 y 14 dias"
"20",20,1,204,463,258,4,"mayor a 14 dias","entre 7 y 14 dias"
"21",21,4,228,558,329,16,"mayor a 14 dias","entre 7 y 14 dias"
"22",22,4,153,1054,901,15,"mayor a 14 dias","menor a 7 dias"
"23",23,3,316,95,220,5,"menor a 7 dias","entre 7 y 14 dias"
"24",24,3,354,135,219,4,"menor a 7 dias","mayor a 14 dias"
"25",25,3,584,84,500,7,"menor a 7 dias","mayor a 14 dias"
"26",26,2,554,266,288,4,"entre 7 y 14 dias","mayor a 14 dias"
"27",27,6,157,205,48,4,"entre 7 y 14 dias","menor a 7 dias"
"28",28,3,152,42,110,10,"menor a 7 dias","menor a 7 dias"
"29",29,5,436,265,171,4,"entre 7 y 14 dias","mayor a 14 dias"
"30",30,5,355,338,17,1,"mayor a 14 dias","mayor a 14 dias"
"31",31,6,179,18,160,7,"menor a 7 dias","entre 7 y 14 dias"
"32",32,6,304,445,141,4,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,3,168,134,34,7,"menor a 7 dias","entre 7 y 14 dias"
"34",34,3,569,162,406,16,"menor a 7 dias","mayor a 14 dias"
"35",35,1,317,84,233,16,"menor a 7 dias","entre 7 y 14 dias"
"36",36,6,229,79,149,8,"menor a 7 dias","entre 7 y 14 dias"
"37",37,3,228,38,189,4,"menor a 7 dias","entre 7 y 14 dias"
"38",38,2,115,172,57,1,"entre 7 y 14 dias","menor a 7 dias"
"39",39,3,132,71,61,4,"menor a 7 dias","menor a 7 dias"
"40",40,2,66,255,189,10,"entre 7 y 14 dias","menor a 7 dias"
"41",41,1,130,149,19,4,"menor a 7 dias","menor a 7 dias"
"42",42,6,353,520,166,9,"mayor a 14 dias","mayor a 14 dias"
"43",43,6,200,284,84,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"44",44,4,665,40,625,7,"menor a 7 dias","mayor a 14 dias"
"45",45,1,499,146,353,4,"menor a 7 dias","mayor a 14 dias"
"46",46,3,158,640,482,9,"mayor a 14 dias","menor a 7 dias"
"47",47,1,367,70,297,2,"menor a 7 dias","mayor a 14 dias"
"48",48,3,102,1164,1062,1,"mayor a 14 dias","menor a 7 dias"
"49",49,5,325,243,82,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"50",50,4,236,309,73,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"51",51,6,273,310,37,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"52",52,1,161,632,471,8,"mayor a 14 dias","menor a 7 dias"
"53",53,6,397,160,237,5,"menor a 7 dias","mayor a 14 dias"
"54",54,6,344,30,314,1,"menor a 7 dias","mayor a 14 dias"
"55",55,1,196,109,87,4,"menor a 7 dias","entre 7 y 14 dias"
"56",56,3,69,76,7,4,"menor a 7 dias","menor a 7 dias"
"57",57,3,113,504,391,11,"mayor a 14 dias","menor a 7 dias"
"58",58,3,134,157,23,8,"menor a 7 dias","menor a 7 dias"
"59",59,2,400,54,347,6,"menor a 7 dias","mayor a 14 dias"
"60",60,1,321,1020,698,11,"mayor a 14 dias","entre 7 y 14 dias"
"61",61,1,428,1249,822,10,"mayor a 14 dias","mayor a 14 dias"
"62",62,3,293,205,88,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"63",63,3,25,6,19,8,"menor a 7 dias","menor a 7 dias"
