"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,2,97,557,460,4,"mayor a 14 dias","menor a 7 dias"
"2",2,4,304,121,183,8,"menor a 7 dias","entre 7 y 14 dias"
"3",3,6,372,174,198,4,"entre 7 y 14 dias","mayor a 14 dias"
"4",4,2,200,513,313,4,"mayor a 14 dias","entre 7 y 14 dias"
"5",5,6,299,212,88,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,5,154,163,9,1,"menor a 7 dias","menor a 7 dias"
"7",7,5,332,120,211,16,"menor a 7 dias","entre 7 y 14 dias"
"8",8,1,623,664,41,15,"mayor a 14 dias","mayor a 14 dias"
"9",9,6,229,44,184,6,"menor a 7 dias","entre 7 y 14 dias"
"10",10,1,21,138,117,5,"menor a 7 dias","menor a 7 dias"
"11",11,2,433,428,6,2,"mayor a 14 dias","mayor a 14 dias"
"12",12,1,207,41,166,7,"menor a 7 dias","entre 7 y 14 dias"
"13",13,5,116,349,233,6,"mayor a 14 dias","menor a 7 dias"
"14",14,1,430,53,378,16,"menor a 7 dias","mayor a 14 dias"
"15",15,4,102,50,52,5,"menor a 7 dias","menor a 7 dias"
"16",16,1,114,113,1,6,"menor a 7 dias","menor a 7 dias"
"17",17,3,298,223,75,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"18",18,2,460,156,304,7,"menor a 7 dias","mayor a 14 dias"
"19",19,2,473,296,177,1,"entre 7 y 14 dias","mayor a 14 dias"
"20",20,3,246,178,68,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"21",21,4,291,38,253,7,"menor a 7 dias","entre 7 y 14 dias"
"22",22,3,217,244,27,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"23",23,3,245,63,182,4,"menor a 7 dias","entre 7 y 14 dias"
"24",24,3,375,716,341,5,"mayor a 14 dias","mayor a 14 dias"
"25",25,2,609,134,475,10,"menor a 7 dias","mayor a 14 dias"
"26",26,4,514,62,452,3,"menor a 7 dias","mayor a 14 dias"
"27",27,2,302,22,280,11,"menor a 7 dias","entre 7 y 14 dias"
"28",28,6,372,168,205,7,"entre 7 y 14 dias","mayor a 14 dias"
"29",29,4,306,661,355,7,"mayor a 14 dias","entre 7 y 14 dias"
"30",30,1,120,293,173,1,"entre 7 y 14 dias","menor a 7 dias"
"31",31,2,149,417,268,5,"mayor a 14 dias","menor a 7 dias"
"32",32,1,14,296,282,10,"entre 7 y 14 dias","menor a 7 dias"
"33",33,2,290,269,21,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"34",34,2,106,176,71,16,"entre 7 y 14 dias","menor a 7 dias"
"35",35,1,236,222,13,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"36",36,5,146,451,305,7,"mayor a 14 dias","menor a 7 dias"
"37",37,3,494,1416,922,10,"mayor a 14 dias","mayor a 14 dias"
"38",38,3,230,357,128,4,"mayor a 14 dias","entre 7 y 14 dias"
"39",39,2,185,151,34,3,"menor a 7 dias","entre 7 y 14 dias"
"40",40,1,387,52,334,10,"menor a 7 dias","mayor a 14 dias"
"41",41,3,447,151,295,4,"menor a 7 dias","mayor a 14 dias"
"42",42,2,143,85,58,4,"menor a 7 dias","menor a 7 dias"
"43",43,2,144,316,172,9,"entre 7 y 14 dias","menor a 7 dias"
"44",44,1,220,141,79,3,"menor a 7 dias","entre 7 y 14 dias"
"45",45,1,122,323,201,10,"entre 7 y 14 dias","menor a 7 dias"
"46",46,3,817,65,752,10,"menor a 7 dias","mayor a 14 dias"
"47",47,4,244,222,22,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"48",48,2,237,105,132,15,"menor a 7 dias","entre 7 y 14 dias"
"49",49,4,49,64,15,16,"menor a 7 dias","menor a 7 dias"
"50",50,5,286,7,279,4,"menor a 7 dias","entre 7 y 14 dias"
"51",51,6,417,33,383,16,"menor a 7 dias","mayor a 14 dias"
"52",52,2,481,122,359,14,"menor a 7 dias","mayor a 14 dias"
"53",53,1,190,249,59,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"54",54,1,200,496,296,16,"mayor a 14 dias","entre 7 y 14 dias"
"55",55,1,241,43,197,4,"menor a 7 dias","entre 7 y 14 dias"
"56",56,2,370,874,504,8,"mayor a 14 dias","mayor a 14 dias"
"57",57,1,168,59,109,16,"menor a 7 dias","entre 7 y 14 dias"
"58",58,3,121,26,95,1,"menor a 7 dias","menor a 7 dias"
"59",59,1,79,61,18,14,"menor a 7 dias","menor a 7 dias"
"60",60,3,362,325,37,7,"entre 7 y 14 dias","mayor a 14 dias"
"61",61,4,380,160,220,6,"menor a 7 dias","mayor a 14 dias"
"62",62,4,533,392,141,11,"mayor a 14 dias","mayor a 14 dias"
"63",63,3,156,482,326,4,"mayor a 14 dias","menor a 7 dias"
