"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,2,276,371,95,10,"mayor a 14 dias","entre 7 y 14 dias"
"2",2,4,65,630,564,7,"mayor a 14 dias","menor a 7 dias"
"3",3,1,79,145,66,3,"menor a 7 dias","menor a 7 dias"
"4",4,4,279,374,95,4,"mayor a 14 dias","entre 7 y 14 dias"
"5",5,1,207,218,10,11,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,3,190,399,209,16,"mayor a 14 dias","entre 7 y 14 dias"
"7",7,3,80,248,168,4,"entre 7 y 14 dias","menor a 7 dias"
"8",8,1,802,240,562,16,"entre 7 y 14 dias","mayor a 14 dias"
"9",9,1,52,195,143,10,"entre 7 y 14 dias","menor a 7 dias"
"10",10,3,231,218,13,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"11",11,3,314,169,144,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"12",12,4,602,384,218,12,"mayor a 14 dias","mayor a 14 dias"
"13",13,3,509,161,348,6,"menor a 7 dias","mayor a 14 dias"
"14",14,2,288,171,117,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"15",15,6,245,481,236,8,"mayor a 14 dias","entre 7 y 14 dias"
"16",16,2,240,191,49,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"17",17,2,253,196,57,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"18",18,2,462,853,391,3,"mayor a 14 dias","mayor a 14 dias"
"19",19,1,146,160,15,11,"menor a 7 dias","menor a 7 dias"
"20",20,3,178,142,36,8,"menor a 7 dias","entre 7 y 14 dias"
"21",21,1,364,221,143,11,"entre 7 y 14 dias","mayor a 14 dias"
"22",22,4,227,80,147,3,"menor a 7 dias","entre 7 y 14 dias"
"23",23,2,179,562,384,14,"mayor a 14 dias","entre 7 y 14 dias"
"24",24,3,422,746,324,4,"mayor a 14 dias","mayor a 14 dias"
"25",25,2,352,11,341,4,"menor a 7 dias","mayor a 14 dias"
"26",26,2,418,722,304,7,"mayor a 14 dias","mayor a 14 dias"
"27",27,5,237,201,36,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"28",28,1,624,366,258,12,"mayor a 14 dias","mayor a 14 dias"
"29",29,5,303,149,154,7,"menor a 7 dias","entre 7 y 14 dias"
"30",30,3,228,439,211,15,"mayor a 14 dias","entre 7 y 14 dias"
"31",31,3,241,121,121,9,"menor a 7 dias","entre 7 y 14 dias"
"32",32,6,435,39,396,7,"menor a 7 dias","mayor a 14 dias"
"33",33,1,182,268,86,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"34",34,3,216,236,21,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"35",35,2,215,41,173,4,"menor a 7 dias","entre 7 y 14 dias"
"36",36,3,391,152,238,10,"menor a 7 dias","mayor a 14 dias"
"37",37,5,359,428,68,10,"mayor a 14 dias","mayor a 14 dias"
"38",38,5,250,401,152,10,"mayor a 14 dias","entre 7 y 14 dias"
"39",39,1,479,89,390,2,"menor a 7 dias","mayor a 14 dias"
"40",40,4,164,290,126,16,"entre 7 y 14 dias","menor a 7 dias"
"41",41,5,609,165,444,16,"menor a 7 dias","mayor a 14 dias"
"42",42,2,490,372,118,6,"mayor a 14 dias","mayor a 14 dias"
"43",43,2,444,174,270,16,"entre 7 y 14 dias","mayor a 14 dias"
"44",44,4,191,253,61,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"45",45,1,292,272,20,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"46",46,2,264,105,159,4,"menor a 7 dias","entre 7 y 14 dias"
"47",47,3,419,51,367,10,"menor a 7 dias","mayor a 14 dias"
"48",48,3,559,50,509,4,"menor a 7 dias","mayor a 14 dias"
"49",49,2,156,546,390,4,"mayor a 14 dias","menor a 7 dias"
"50",50,6,421,859,438,1,"mayor a 14 dias","mayor a 14 dias"
"51",51,3,173,855,681,1,"mayor a 14 dias","entre 7 y 14 dias"
"52",52,2,124,307,183,8,"entre 7 y 14 dias","menor a 7 dias"
"53",53,4,191,14,177,15,"menor a 7 dias","entre 7 y 14 dias"
"54",54,1,532,210,322,16,"entre 7 y 14 dias","mayor a 14 dias"
"55",55,6,164,65,99,4,"menor a 7 dias","menor a 7 dias"
"56",56,1,123,346,223,3,"mayor a 14 dias","menor a 7 dias"
"57",57,2,280,403,123,10,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,1,417,143,275,10,"menor a 7 dias","mayor a 14 dias"
"59",59,5,632,33,598,7,"menor a 7 dias","mayor a 14 dias"
"60",60,3,203,99,104,1,"menor a 7 dias","entre 7 y 14 dias"
"61",61,4,111,314,203,6,"entre 7 y 14 dias","menor a 7 dias"
"62",62,4,207,78,129,10,"menor a 7 dias","entre 7 y 14 dias"
"63",63,1,245,31,214,10,"menor a 7 dias","entre 7 y 14 dias"
"64",64,6,183,4,179,6,"menor a 7 dias","entre 7 y 14 dias"
"65",65,3,201,247,45,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"66",66,1,310,143,168,16,"menor a 7 dias","entre 7 y 14 dias"
"67",67,1,234,431,197,6,"mayor a 14 dias","entre 7 y 14 dias"
"68",68,3,418,21,397,10,"menor a 7 dias","mayor a 14 dias"
"69",69,2,176,35,140,6,"menor a 7 dias","entre 7 y 14 dias"
"70",70,2,425,128,297,6,"menor a 7 dias","mayor a 14 dias"
"71",71,4,217,131,86,14,"menor a 7 dias","entre 7 y 14 dias"
"72",72,5,236,78,158,12,"menor a 7 dias","entre 7 y 14 dias"
"73",73,1,104,222,118,7,"entre 7 y 14 dias","menor a 7 dias"
"74",74,1,402,413,11,14,"mayor a 14 dias","mayor a 14 dias"
